slug,name,roaster,rating,review_date
panamanian,Panamanian,Uncommon Grounds,86,2003-08-01
colombian,Colombian,Uncommon Grounds,88,2003-08-01
brazil-santos,Brazil Santos,Supreme Bean Coffee Roasters,89,2003-08-01
brazil-fazenda-cachoeira-estate-organic,Brazil Fazenda Cachoeira Estate Organic,Flying Goat Coffee,89,2003-08-01
timor-maubesse-organic,Timor Maubesse Organic,Supreme Bean Coffee Roasters,91,2003-08-01
organic-yemen-mocha,Organic Yemen Mocha,Bartlett's Premium Coffee,92,2003-08-01
honduran-black-gold,Honduran Black Gold,Agalta Coffee Company,80,2003-07-01
manzano-blend,Manzano Blend,Topeka Coffee of El Salvador,81,2003-07-01
anastasios-blend,Anastasio’s Blend,El Tucan Honduras Estate Coffee,83,2003-07-01
el-salvador-pacamara,El Salvador Pacamara,Humboldt Bay Coffee,84,2003-07-01
el-salvador-4,El Salvador,Coffee City USA,86,2003-07-01
dark-roast-honduras,Dark Roast Honduras,Copan Trade Coffee Roasters,86,2003-07-01
honduras-ocatepeque,Honduras Ocatepeque,Intelligentsia Coffee Roasters,87,2003-07-01
el-salvador-3,El Salvador,Cafe de Lya,87,2003-07-01
honduras-roberto-salazar-green,Honduras Roberto Salazar – Green,Volcafe Specialty Coffee,88,2003-07-01
organic-el-salvador-3,Organic El Salvador,Allegro Coffee,88,2003-07-01
honduras-intibuca,Honduras Intibuca,Intelligentsia Coffee Roasters,90,2003-07-01
el-salvador-santa-ana,El Salvador Santa Ana,Intelligentsia Coffee Roasters,91,2003-07-01
original-blend-3,Original Blend,Eight O'Clock Coffee,65,2003-06-01
100-colombian-3,100% Colombian,Folgers,78,2003-06-01
house-blend-7,House Blend,Starbucks,80,2003-06-01
house-blend-6,House Blend,Maxwell House Premium Cup,82,2003-06-01
aroma-coffee,Aroma Coffee,Aroma Coffee Roasters,82,2003-06-01
fair-trade-organic-sumatra,Fair Trade Organic Sumatra,Bucks County Coffee,84,2003-06-01
royale-signature-blend,Royale Signature Blend,Eight O'Clock Coffee,84,2003-06-01
soho-blend,Soho Blend,Dean & Deluca,84,2003-06-01
india-monsooned-malabar,India Monsooned Malabar,Porto Rico Importing Co.,85,2003-06-01
hawaiian-kona-blend,Hawaiian Kona Blend,Pathmark's Mountain Harvest,85,2003-06-01
chock-full-o-nuts-new-york-classics-100-colombian,Chock Full O’ Nuts New York Classics 100% Colombian,Sara Lee Coffee & Tea,86,2003-06-01
kenya-aa-mirichu-estate-dark-roast,"Kenya AA, Mirichu Estate, Dark Roast",J. Martinez & Company,87,2003-06-01
guatemalan-antigua-2,Guatemalan Antigua,McNulty's Tea & Coffee,87,2003-06-01
vintage-colombian,Vintage Colombian,Dean & Deluca,89,2003-06-01
colombian-supremo-popayan-2,Colombian Supremo Popayan,Green Mountain Coffee,87,2003-06-01
kenya-grand-cru-2,Kenya Grand Cru,Allegro Coffee,89,2003-06-01
kenya-grand-cru-store-roasted,"Kenya Grand Cru, Store Roasted",Allegro Coffee,91,2003-06-01
fair-trade-organic-guatemala,Fair Trade Organic Guatemala,Bucks County Coffee,94,2003-06-01
ethiopian-harrar-2,Ethiopian Harrar,Coffeemaria,78,2003-05-01
cameroon-organic,Cameroon Organic,FreshCoffeeNow.com,80,2003-05-01
colombian-excelso,Colombian Excelso,The Embellished Bean,83,2003-05-01
peru-corona-royale,Peru Corona Royale,Joe to Go,84,2003-05-01
jubilaum-blend,Jubilaum Blend,Julius Meinl,85,2003-05-01
gourmet-blend,Gourmet Blend,California Coffee Roasters,85,2003-05-01
yemen-arabian-mocca,Yemen Arabian Mocca,CoffeeAM,86,2003-05-01
peruvian-tres-cumbres,Peruvian Tres Cumbres,FreshCoffeeNow.com,87,2003-05-01
kenya-aa-12,Kenya AA,The Embellished Bean,90,2003-05-01
king-hadramaut-blend,King Hadramaut Blend,Julius Meinl,91,2003-05-01
guatemala-antigua-3,Guatemala Antigua,Coffeemaria,93,2003-05-01
yauco-selecto-2001-02-crop,"Yauco Selecto, 2001-02 Crop",Dallis Bros. Coffee,81,2003-03-01
yauco-selecto-aa-2002-03-crop,"Yauco Selecto AA, 2002-03 Crop",Barrington Coffee Roasting Co.,84,2003-03-01
jamaican-blue-mountain-2001-02-crop,"Jamaican Blue Mountain, 2001-02 Crop",Gloria Jean's Coffees,85,2003-03-01
jamaica-blue-mountain-dark-roast-2002-03-crop,"Jamaica Blue Mountain – Dark Roast, 2002-03 Crop",Old Tavern Estate,87,2003-03-01
puerto-rico-clou-du-mont-2001-02-crop,"Puerto Rico Clou du Mont, 2001-02 Crop",Dallis Bros. Coffee,87,2003-03-01
jamaica-blue-mountain-proprietors-choice-2002-03-crop,"Jamaica Blue Mountain – Proprietor’s Choice, 2002-03 Crop",Old Tavern Estate,87,2003-03-01
jamaica-blue-mountain-2001-02-crop,"Jamaica Blue Mountain, 2001-02 Crop",Dallis Bros. Coffee,88,2003-03-01
old-tavern-estate-2001-02-crop,"Old Tavern Estate, 2001-02 Crop",Kaya Imports,89,2003-03-01
jamaica-blue-mountain-2002-03-crop,"Jamaica Blue Mountain, 2002-03 Crop",Capricorn Coffees,90,2003-03-01
sanchez-gran-reserva-costa-rica,Sanchez Gran Reserva Costa Rica,Café Rey,86,2003-02-01
outerbanks-blend,Outerbanks Blend,Stockton Graham and Co.,86,2003-02-01
costa-rica-5,Costa Rica,Torreo Coffee,88,2003-02-01
jr-reserve-blend,JR Reserve Blend,Peet's Coffee and Tea,88,2003-02-01
galapagos,Galapagos,Flying Goat Coffee,88,2003-02-01
breakfast-blend-5,Breakfast Blend,Torreo Coffee,89,2003-02-01
kenya-thiriku,Kenya Thiriku,Intelligentsia Coffee Roasters,89,2003-02-01
nicaragua-la-union,Nicaragua La Union,Timothy's World Coffee,89,2003-02-01
colombia-la-vereda,Colombia La Vereda,Timothy's World Coffee,90,2003-02-01
new-crop-pacific-blend,New Crop Pacific Blend,Peet's Coffee and Tea,90,2003-02-01
panama-la-torcaza-2,Panama La Torcaza,Intelligentsia Coffee Roasters,90,2003-02-01
kenya-aa-11,Kenya AA,Flying Goat Coffee,90,2003-02-01
ethiopian,Ethiopian,Neighbors Coffee,91,2003-02-01
papua-new-guinea-medium-dark,"Papua New Guinea, Medium Dark",CC's Coffee,91,2003-02-01
saturdays-blend,Saturday’s Blend,Seattle's Best Coffee,85,2003-01-01
qualita-oro-2,Qualita Oro,Lavazza,87,2003-01-01
dark-roast-reviewed-as-espresso,Dark Roast (reviewed as espresso),Graffeo Coffee,87,2003-01-01
sulawesi-celebes-medium-roast,Sulawesi (Celebes) Medium Roast,Green Mountain Coffee,87,2003-01-01
colombian-supremo-2,Colombian Supremo,Millstone Coffees,87,2003-01-01
wiener-melange-as-espresso,Wiener Melange (as espresso),Diedrich Coffee Roasters,87,2003-01-01
organic-espresso,Organic Espresso,Supreme Bean Coffee Roasters,89,2003-01-01
weisheit-der-alter,Weisheit Der Alter,Mozart's Coffee Roasters,89,2003-01-01
light-roast,Light Roast,Graffeo Coffee,90,2003-01-01
espresso-raymundo,Espresso Raymundo,Coffee City USA,90,2003-01-01
jamaican-blue-mountain-light-roast,Jamaican Blue Mountain Light Roast,Green Mountain Coffee,91,2003-01-01
guatemala-antigua-2,Guatemala Antigua,Starbucks Coffee,84,2002-12-01
dark-roast-3,Dark Roast,Community Coffee,84,2002-12-01
mjb-100-colombian,MJB 100% Colombian,Sara Lee Coffee and Tea,84,2002-12-01
panama-la-florentina,Panama La Florentina,Starbucks Coffee,86,2002-12-01
magnolia-blend,Magnolia Blend,Caffe Appassionato,87,2002-12-01
organic-house-blend,Organic House Blend,Has Beans,86,2002-12-01
clasico-del-otono-2,Clasico del Otono,Mozart's Coffee Roasters,87,2002-12-01
kenya-aa-10,Kenya AA,Diedrich Coffee,89,2002-12-01
masai-blend,Masai Blend,Allegro Coffee,90,2002-12-01
nicaraguan-maragogipe-light-roast-2,Nicaraguan Maragogipe Light Roast,Thanksgiving Coffee,94,2002-12-01
organic-sumatra-fair-trade,"Organic Sumatra, Fair-Trade",Stockton and Graham,83,2002-11-01
organic-sumatra-3,Organic Sumatra,Seattle's Best Coffee,83,2002-11-01
sumatra-gayoland-dark-roast,Sumatra Gayoland Dark Roast,Flying Goat Coffee,83,2002-11-01
sumatra-blue-batak,Sumatra Blue Batak,Ecco Caffe,85,2002-11-01
sumatra-mandheling-16,Sumatra Mandheling,Stockton and Graham,85,2002-11-01
sumatra-7,Sumatra,Door County Coffee and Tea,85,2002-11-01
sumatra-gayoland-light-roast,Sumatra Gayoland Light Roast,Flying Goat Coffee,86,2002-11-01
organic-sumatra-gayo,Organic Sumatra Gayo,Jeremiah's Pick Coffee,89,2002-11-01
100-sumatra-lintong,100% Sumatra Lintong,Trader Joe's,89,2002-11-01
full-city-sumatra-organic-fair-trade,"Full City Sumatra (Organic, Fair-Trade)",Equal Exchange,89,2002-11-01
arabian-mocha-java-2,Arabian Mocha Java,Starbucks Coffee,78,2002-10-01
casablanca-blend,Casablanca Blend,Coffee Roasters of Pasadena,81,2002-10-01
dark-sumatra-2,Dark Sumatra,Capricorn Coffee,82,2002-10-01
ethiopia-sidamos,Ethiopia Sidamos,The Roasterie,83,2002-10-01
french-roast-5,French Roast,Torreo Coffee,83,2002-10-01
dark-line-red-eye,Dark Line Red Eye,The Roasterie,84,2002-10-01
costa-rica-4,Costa Rica,Quartermaine Coffee Roasters,86,2002-10-01
italian-roast-3,Italian Roast,Capricorn Coffee,87,2002-10-01
ethiopian-yirgacheffe-2,Ethiopian Yirgacheffe,Morning Star Coffee,91,2002-10-01
oromia-dark-roast-fair-trade,"Oromia Dark Roast, Fair Trade",Dean's Beans,82,2002-09-01
ethiopian-harrar,Ethiopian Harrar,Allegro Coffee,84,2002-09-01
best-of-africa-blend-2,Best of Africa Blend,Cafe Moto,85,2002-09-01
ethiopia-washed-yirgacheffe-horse,Ethiopia Washed Yirgacheffe Horse,Ancora Coffee Roasters,86,2002-09-01
ethiopia-yirgacheffe-horse,Ethiopia Yirgacheffe Horse,Torreo Coffee,86,2002-09-01
ethiopia-limu-fair-trade,Ethiopia Limu Fair-Trade,Cafe Campesino,85,2002-09-01
kenya-aa-nyeri-tatu,Kenya AA Nyeri Tatu,Ancora Coffee Roasters,87,2002-09-01
simply-yirgacheffe,Simply Yirgacheffe,Kavanaugh Coffee,87,2002-09-01
kenya-medium-dark-roast,Kenya Medium Dark Roast,CC's Coffee,90,2002-09-01
kenya-grand-cru,Kenya Grand Cru,Allegro Coffee,93,2002-09-01
mountain-country-viennese-roast,Mountain Country Viennese Roast,Coffee Express,81,2002-08-01
old-city-blend,Old City Blend,Old City Coffee,84,2002-08-01
india-s795,India S795,Bikkimane Estate,85,2002-08-01
india-mneb,India MNEB,Bhagya Estate,85,2002-08-01
mountain-country-indian-kents-plantation-a,Mountain Country Indian Kents Plantation A,Coffee Express,85,2002-08-01
india-dark-roast,India Dark Roast,Nandipura Coffee,86,2002-08-01
india-full-city-roast,India Full City Roast,Nandipura Coffee,86,2002-08-01
india-jumboor-estate-mneb,India Jumboor Estate MNEB,Tata Coffee,90,2002-08-01
india-badnekhan-estate,India Badnekhan Estate,Devon Plantations,92,2002-08-01
capricorn-blend-decaffeinated,Capricorn Blend Decaffeinated,Capricorn Coffees,83,2002-07-01
decaf-sumatra-3,Decaf Sumatra,Starbucks Coffee,86,2002-07-01
fair-trade-decaf-blend,Fair Trade Decaf Blend,Thanksgiving Coffee,86,2002-07-01
decaf-skyes-mountain-blend,Decaf Skye’s Mountain Blend,Batdorf and Bronson Coffee Roasters,87,2002-07-01
decaf-mexico-organic,Decaf Mexico Organic,Batdorf & Bronson Coffee Roasters,87,2002-07-01
decaf-louisiana-blend-medium-dark,Decaf Louisiana Blend Medium Dark,CC's Coffee,87,2002-07-01
decaf-mocca-java,Decaf Mocca Java,Starbucks Coffee,88,2002-07-01
colombia-dark-roast-decaf,Colombia Dark Roast Decaf,CC's Coffee,88,2002-07-01
decaf,Decaf,Koffie Kàn,88,2002-07-01
ethiopia-sidamo-decaffeinated,Ethiopia Sidamo Decaffeinated,Capricorn Coffees,89,2002-07-01
sumatra-mandheling-decaf,Sumatra Mandheling Decaf,CC's Coffee,92,2002-07-01
costa-rica-lomas-al-rio-organic,Costa Rica Lomas al Rio Organic,PT's Coffee Roasting Co.,82,2002-06-01
costa-rica-tarrazu,Costa Rica Tarrazu,CoffeeMaria,84,2002-06-01
costa-rica-tres-volcanos,Costa Rica Tres Volcanos,Polly's Gourmet Coffee,85,2002-06-01
costa-rica-la-luna-tarrazu,Costa Rica La Luna Tarrazu,Alpen Sierra,86,2002-06-01
costa-rica-la-magnolia,Costa Rica La Magnolia,Flying Goat Coffee,86,2002-06-01
costa-rica-whole-bean-espresso-roast,"Costa Rica Whole Bean, Espresso Roast",Café Britt,87,2002-06-01
costa-rican-escazu,Costa Rican Escazu,Neighbors Coffee,88,2002-06-01
costa-rica-la-magnolia-200001-crop,"Costa Rica La Magnolia, 2000/01 crop",Flying Goat Coffee,88,2002-06-01
costa-rica-tres-rios-2,Costa Rica Tres Rios,Bucks County Coffee,88,2002-06-01
costa-rica-whole-bean-light-roast,"Costa Rica Whole Bean, Light Roast",Café Britt,90,2002-06-01
fazenda-sao-domingos,Fazenda Sao Domingos,Diedrich Coffee,89,2002-05-01
fazenda-vargem-grande,Fazenda Vargem Grande,Mr. Espresso,88,2002-05-01
brazil-fazenda-lagoa-pulped-natural,Brazil Fazenda Lagoa Pulped Natural,The Roasterie,88,2002-05-01
brazil-fazenda-wagner-2,Brazil Fazenda Wagner,Rao's Coffee Roasting,87,2002-05-01
brazil-serra-negra,Brazil Serra Negra,PT's Coffee Roasting Co.,87,2002-05-01
brazil-fazenda-wagner,Brazil Fazenda Wagner,The Coffee Tree Roasters,86,2002-05-01
brazil-pedra-azul,Brazil Pedra Azul,Neighbors Coffee,85,2002-05-01
fazenda-vista-alegre-natural-dry,Fazenda Vista Alegre Natural Dry,Intelligentsia Coffee Roasters,84,2002-05-01
brasil-vargem-grande,Brasil Vargem Grande,Alpen Sierra,84,2002-05-01
brazil-fazenda-lagoa-natural,Brazil Fazenda Lagoa Natural,The Roasterie,84,2002-05-01
brazil-2,Brazil,Kavanaugh Coffee,82,2002-05-01
black-cat-espresso,Black Cat Espresso,Intelligentsia Coffee Roasters,90,2002-04-01
espresso-blend-5,Espresso Blend,Bucks County Coffee,87,2002-04-01
caff-espresso,Caffé Espresso,Fratelli Lollino,90,2002-04-01
cable-car-blend,Cable Car Blend,San Francisco Coffee,88,2002-04-01
espresso-blend-4,Espresso Blend,Morning Star Coffee,88,2002-04-01
brazil-mogiana-bourbon-safira,Brazil Mogiana Bourbon “Safira”,Flying Goat Coffee,88,2002-04-01
malabar-gold-espresso,Malabar Gold Espresso,Josuma Coffee,88,2002-04-01
oromo-espresso,Oromo Espresso,Intelligentsia Coffee Roasters,88,2002-04-01
hawaiian-espresso-molokai-style,Hawaiian Espresso Molokai Style,Coffees of Hawaii,87,2002-04-01
bizzarri-blend,Bizzarri Blend,Caffé Umbria,85,2002-04-01
espresso-viennese,Espresso Viennese,Rao's Coffee Roasting,82,2002-04-01
hawaiian-blend,Hawaiian Blend,MJB,89,2002-03-01
original-blend-2,Original Blend,Dunkin' Donuts ,87,2002-03-01
original-bean-coffee-2,Original Bean Coffee,Eight O'Clock Coffee,86,2002-03-01
medium-roast-and-grind,Medium Roast and Grind,Illy,85,2002-03-01
kona-blend-special-reserve-light-roast-whole-bean,"Kona Blend, Special Reserve Light Roast, Whole Bean",Nescafé ,85,2002-03-01
100-colombian-2,100% Colombian,Yuban,84,2002-03-01
mayan-black-onyx,Mayan Black Onyx,Millstone,83,2002-03-01
colombia-whole-bean,"Colombia, Whole Bean",Starbucks Coffee,81,2002-03-01
european-roast,European Roast,MJB,80,2002-03-01
french-roast-whole-bean,"French Roast, Whole Bean",Folgers,79,2002-03-01
coffee,Coffee,Hills Bros.,78,2002-03-01
cool-java-blend-special-reserve-dark-roast,"Cool Java Blend, Special Reserve Dark Roast",Nescafé ,78,2002-03-01
premium-drip-coffee,Premium Drip Coffee,Lavazza,78,2002-03-01
costa-rica-roast,Costa Rica Roast,Café Buen Dia,77,2002-03-01
mild-roast,Mild Roast,Hills Bros.,74,2002-03-01
dark-roast-2,Dark Roast,Café Bustelo,73,2002-03-01
classic-roast,Classic Roast,Folgers ,73,2002-03-01
master-blend,Master Blend,Maxwell House,72,2002-03-01
brocksen-gate-estate-kona-pele-roast,"Brocksen Gate Estate Kona, Pele Roast",Pele Plantations,92,2002-02-01
hawaii-nani-kona-private-reserve-medium-roast,"Hawaii Nani Kona Private Reserve, Medium Roast",Nani Kona Coffee,91,2002-02-01
estate-reserve-kona-dark-roast,"Estate Reserve Kona, Dark Roast",Kona Blue Sky Coffee,90,2002-02-01
kona-mountain-coffee-medium-roast,"Kona Mountain Coffee, Medium Roast",Kona Mountain Coffee,88,2002-02-01
kona-fancy-greenwell-farms,Kona Fancy Greenwell Farms,Coffeemaria,88,2002-02-01
greenwell-estate-private-reserve-100-kona,Greenwell Estate Private Reserve 100% Kona,Greenwell Farms,87,2002-02-01
kona-100-pure,Kona 100% Pure,Starbucks Coffee,87,2002-02-01
kauai-estate-reserve-peaberry-dark-roast,"Kauai Estate Reserve Peaberry, Dark Roast",Kauai Coffee,87,2002-02-01
organic-kona-sakamoto-estate-aged-peaberry-dark-roast,"Organic Kona, Sakamoto Estate Aged Peaberry, Dark Roast",Waimea Coffee,85,2002-02-01
muleskinner-dark-roast,Muleskinner Dark Roast,Coffees of Hawaii,85,2002-02-01
kona-24-karat-light-medium-roast,"Kona 24-Karat, Light-Medium Roast",Lion Coffee,80,2002-02-01
the-other-farm-estate-kona-vienna-roast,"The Other Farm Estate Kona, Vienna Roast",Heavenly Hawaiian Coffee,78,2002-02-01
honduras-strictly-high-grown,Honduras Strictly High Grown,Coffeemaria,90,2001-12-01
organic-el-salvador-2,Organic El Salvador,Allegro Coffee,88,2001-12-01
sierra-madre,Sierra Madre,Neighbors Coffee,87,2001-12-01
organic-mexican,Organic Mexican,Allegro Coffee,87,2001-12-01
organic-mexican-altura-full-city-roast,"Organic Mexican Altura, Full City Roast",Caffe Ibis,86,2001-12-01
mexico-chiapas-altura,Mexico Chiapas Altura,Coffeemaria,86,2001-12-01
organic-el-salvador,Organic El Salvador,Counter Culture Coffee,85,2001-12-01
dutch-flowers-blend,Dutch Flowers Blend,Stone Cup Roasting,84,2001-12-01
organic-nicaragua,Organic Nicaragua,Counter Culture Coffee,82,2001-12-01
organic-aztec-dark,Organic Aztec Dark,Caffe Ibis,81,2001-12-01
fair-trade-coffee-light-roast,"Fair Trade Coffee, Light Roast",Thanksgiving Coffee,88,2001-08-01
songbird-shade-grown-costa-rican,Songbird Shade Grown Costa Rican,Thanksgiving Coffee,87,2001-08-01
organic-sumatran-reserve-3,Organic Sumatran Reserve,Green Mountain Coffee Roasters,85,2001-08-01
organic-mexican-select-2,Organic Mexican Select,Green Mountain Coffee Roasters,86,2001-08-01
guatemala-atitlan-la-voz,Guatemala Atitlan “La Voz”,Kaladi Brothers Coffee,87,2001-08-01
organic-peru-la-florida,Organic Peru La Florida,Greyfriar's Coffee & Tea,81,2001-08-01
organic-guatemala-highlands,Organic Guatemala Highlands,Café Campesino,86,2001-08-01
nicaragua-miraflor,Nicaragua Miraflor,Taylor Maid Farms,87,2001-08-01
beethovens-viennese-blend,Beethoven’s Viennese Blend,Santa Cruz Coffee Company,86,2001-08-01
fair-trade-coffee-decaf,Fair Trade Coffee Decaf,Thanksgiving Coffee,86,2001-08-01
daybreak-morning-blend,Daybreak Morning Blend,Caribou Coffee,93,2001-06-01
chuck-roast,Chuck Roast,Coffee Roasters of Pasadena,89,2001-06-01
pride-of-the-andes,Pride of the Andes,Neighbors Coffee,88,2001-06-01
viennese-blend,Viennese Blend,PJ's Coffee & Tea,86,2001-06-01
pollys-blend,Polly’s Blend,Polly's Gourmet Coffee,85,2001-06-01
gamble-house-blend,Gamble House Blend,Coffee Roasters of Pasadena,85,2001-06-01
wake-up-carolina,Wake Up! Carolina,Classic Coffees Roasting Co.,84,2001-06-01
alans-blend,Alan’s Blend,Polly's Gourmet Coffee,84,2001-06-01
eastern-carolina-morning-blend,Eastern Carolina Morning Blend,Classic Coffees Roasting Co.,86,2001-06-01
specialty-grade-green-4,Specialty Grade – Green,Cafetalera Fernandez,89,2001-04-01
special-reserve-green-5,Special Reserve – Green,Maunier Estate,84,2001-04-01
specialty-grade-green-3,Specialty Grade – Green,San Benito Estate,92,2001-04-01
special-reserve-green-4,Special Reserve – Green,Cooperativa de Productores de Café Boquete,91,2001-04-01
special-reserve-green-3,Special Reserve – Green,La Victoria Estate,91,2001-04-01
special-reserve-green-2,Special Reserve – Green,Volcancito 2 Estate,88,2001-04-01
specialty-grade-green-2,Specialty Grade – Green,Cooperativa de Café Boquete,90,2001-04-01
specialty-grade-green,Specialty Grade – Green,Mama Cata Estate,93,2001-04-01
special-reserve-green,Special Reserve – Green,Lerida Estate,89,2001-04-01
special-reserve,Special Reserve,Horqueta Estate,89,2001-04-01
indonesian-kalossi,Indonesian Kalossi,The Roasterie,92,2001-03-01
celebes-kalossi-3,Celebes Kalossi,Sunrise Coffee,90,2001-03-01
sulawesi-toraja,Sulawesi Toraja,Orleans Coffee Exchange,90,2001-03-01
celebes-toraja-kalossi,Celebes Toraja Kalossi,Alpen Sierra Coffee,88,2001-03-01
celebes-kalossi-2,Celebes Kalossi,Los Gatos Coffee Roasting Company,87,2001-03-01
sulawesi-2,Sulawesi,Plantation Coffee Roasters,86,2001-03-01
celebes,Celebes,Montana Coffee Traders,85,2001-03-01
var-kent-green-2,Var. Kent – Green,India Balanoor Plantations,81,2001-01-01
var-s795-green-5,Var. S795 – Green,India Mysore Plantation A,81,2001-01-01
washed-green-6,Washed – Green,India Honnamatti Estate,80,2001-01-01
var-s795-green-4,Var. S795 – Green,India Badra Estates,79,2001-01-01
var-s795-green-3,Var. S795 – Green,India Badra Estates,79,2001-01-01
var-cauvery-green,Var. Cauvery – Green,India Mysore Plantation A.,79,2001-01-01
var-s795-green-2,Var. S795 – Green,India Devon Plantations,79,2001-01-01
washed-green-5,Washed – Green,India Pearl Mountain Estate,77,2001-01-01
organic-nuggets-extra-bold-green,Organic Nuggets Extra Bold – Green,Elk Hill Estates,77,2001-01-01
var-s795-green,Var. S795 – Green,Plantation A. Bababudangiri,77,2001-01-01
nuggets-extra-bold-green,Nuggets Extra Bold – Green,India Mysore,76,2001-01-01
var-kent-green,Var. Kent – Green,India Mysore Plantation A,75,2001-01-01
washed-green-4,Washed – Green,India Emerald Valley Estate,75,2001-01-01
var-s4345-green,Var. S4345 – Green,India Betta Crown Blue Pearl,68,2001-01-01
